,,,,,
,,,,,
,Pref. Scan,13/7 17:31,13/7 17:31,To check line center 517 . -2450 V Cnter Mg. OC: 39,D13-74137-74170
,Obs Mode 1 + 2.02,13/07 17:34,13/07 19:22,OC: 40 Lost tracking again just in the beggining.Recovered 17:43. OC:53 -  195.,D13-74171-85402
,,,,,
,,,,,
,,Starting Time (UTC),End time (UTC),All remarks,
,POLE_1,13/07 20:00,14/07 0:19,"Stopped for fine pointing after calibration.  517 line was scanned at the limb and we measured the spectral line at ~-2400V. Measurements in the Observation block with OBS Mode 4 will be shifted accordingly. Looooooong autolock process, Timeline aborted after CALS_1 - should be a nice dataset with most of the time stable pointing",
,Blocks,Starting Time (UTC),End time (UTC),Individual Remarks,IDs
,PD,13/7 20:15,13/7 20:15,"In theory, there are darks and prefilter scan before this but i could not find them.  OCs: 9 , 10, 11, 12",D13-85423-85678
,Straylight,13/7 20:16,13/7 20:17,OC: 13. No straylight target for first images,D13-85679-85758
,Linear Pol.,13/7 20:22,13/7 20:22,Oc: 14 - 16,D13-85759-85782
,Micro. Pols.,13/7 20:22,13/7 20:23,OCs: 17 - ,D13-85783-85806
,Pinholes,13/7 20:23,13/7 20:23,OM : 21,D13-85807-85812
Flats,1,13/07 20:24,13/07 20:38,OCs: 23 - 29,D13-85813-88054
Flats,2.02,13/07 20:40,13/07 20:52,OCs: 30 - 35,D13-88053-89844
,PD_Flats,13/07 20:59,13/7 21:01,PD flats are a 20 repetition of snapshots of 16 acc of PD +F4 for the three lines. .OC: 72 -131.,D13-89913-90032
,Pref. Scan,13/7 22:06,13/7 22:07,Scan found at the limb. OC 222,D13-90157-90190
,4,13/07/2024 22:14,13/07/2024 23:10,Shifted -150 V to adjust to Mg core. -- OCs: 225 - 23. This should use shifted Obs 1 flat-fields. (same wavelengths plus additional ),D13-90221-103308
,Obs Mode 1 + 2.02,13/07/2024 23:12,14/07/2024 0:10,"Shifted -150 V to adjust to Mg core. -- OCs: 25 - 43, 45 - Error 99 at 23:13, loss of lock point 23:27, OCs: 44 - 101",D13-103373-107868 ; D14-0-1029
,,,,,
,,,,,
,,Starting Time (UTC),End time (UTC),All remarks,
,SUNSPOT_4,14/07 0:29,14/07 0:58,"Disastrous timeline. Stop TL because of 0:34, restart TL and pause at Ping until we have fixed the fine pointing, restart from there, abort again 0:40, restart at same position in TL 00:45",
,Blocks,Starting Time (UTC),End time (UTC),Individual Remarks,IDs
,Obs Mode 1 + 2.02,14/07 0:32,14/07 0:34,"OCs: 149 - 152, Error: 00:33, Stop TL 00:34. No auolock for some images. ",D14-1078-1307
,Obs Mode 1 + 2.02,14/07 0:45,14/07 0:47,"OCs: 169 - ? ; Maybe a jump in the pointing, no thumbnails in the end, in SCIP a jump could be seen, but not in SUSI and CWS",D14-1426-1643
,PD_Flats,14/07 0:59,14/07 1:02,Do not belong to original timeline. PD flats are a 20 repetition of snapshots of 16 acc of PD +F4 for the three lines. OCs: 186 - 49,D14-1644-1883
Flats,1,14/07 1:04,14/07 1:15,"Do not belong to original timeline. OCs: 50 - 54, Flat field for mode 1 with adapted voltage: Offset of -150 V for Polar observation",D14-1884-3483
,,,,,
,,,,,
,,Starting Time (UTC),End time (UTC),All remarks,
,AR_3,14/07 1:16,14/07 5:04,"Run through without mayor issues, although data quality might not be good due to heavy seeing while passing solar minimum",
,Blocks,Starting Time (UTC),End time (UTC),Individual Remarks,IDs
,Pref. Scan,14/07 1:19,14/07 1:22, Mg + 0.2 - OCs: 55 - 58,D14-3484-3763
,Darks,14/07 1:25,14/07 1:28,OCs: 60 - 105,D14-3766-3865
,PD,14/07 1:30,14/07 1:31,OCs: 110,D14-3866-4121
,Straylight,14/07 1:31,14/07 1:32,0.2  + Mg - OCs: 114,D14-4122-4201
,Linear Pol.,14/07 1:37,14/07 1:37,OCs: 115 - 117,D14-4202-4225
,Micro. Pols.,14/07 1:37,14/07 1:38,OCs 118 ,D14-4226-4249
,Pinholes,14/07 1:38,14/07 1:38,OCs: 121,D14-4250-4255
Flats,0s,14/07 1:38,14/07 1:43,OCs: 124 - 128,D14-4256-4735
Flats,2.02,14/07 1:44,14/07 1:52,OCs: 129 - 133,D14-4736-6015
,Obs 0s + 2.02,14/07 2:25,14/07 4:31,"OCs: 207 - 212, Error 99 at 02:26, Loss of pointing 02:29  OCs: 213 - 227, Pointing back: 02:36 OCs: 228 - 131, Lock point lost several times in between 04:04  until end with OCs: 134 - 179 and an error 99 at 04:09, 04:19, 4:30, very heavy seeing during the phase of local midnight",D14-6090-16159
,Darks,14/07 4:33,14/07 4:36,OCs: 182 - 231,D14-16162-16261
,PD,14/07 4:38,14/07 4:39,OCs: 234,D14-16264-16519
,Straylight,14/07 4:40,14/07 4:41,Mg + 0.2 - OCs: 238,D14-16520-16599
,Linear Pol.,14/07 4:45,14/07 4:46,OCs: 239 - 241,D14-16600-16623
,Micro. Pols.,14/07 4:46,14/07 4:46,OCs: 242 - 244,D14-16624-16647
,Pinholes,14/07 4:46,14/07 4:47,OCs: 245 - 247,D14-16648-16653
Flats,0s,14/07 4:47,14/07 4:51,OCs: 248 - 252,D14-16654-17133
Flats,2.02,14/07 4:52,14/07 5:01,OCs: 253 - 1,D14-17134-18413
,,,,,
,,,,,
,,Starting Time (UTC),End time (UTC),All remarks,
,CALL_3,14/07 5:07,14/07 6:33,PDs and PD flats with random dots. All manual.,
,Blocks,Starting Time (UTC),End time (UTC),Individual Remarks,IDs
,Darks,14/07 5:10,14/07 5:13,OCs: 3 - 52,D14-18416-18515
,PD,14/07 5:40,14/07 5:41,RND dot pattern OCs: 95 - 98,D14-18580-18899
,PD,14/07 5:44,14/07 5:44,RND Dot Mosaic OCs: 99 - 102,D14-18900-19219
,PD_Flats,14/07 5:45,14/07 5:49,OCs: 103 - 222,D14-19220-19459
,Straylight,14/07 5:51,14/07 5:51,Mg + 0.2 - OCs: 223,D14-19460-19539
,PD,14/07 5:58,14/07 5:58, Mg + 06 - OCS: 225 - 228,D14-19542-19861
,PD,14/07 6:01,14/07 6:01,Mg + 06 - RND Dot Pattern OCs: 229-232,D14-19862-20181
,PD,14/07 6:02,14/07 6:03,Mg + 0.2 - OCs: 233 - 236,D14-20182-20501
,PD,14/07 6:05,14/07 6:06,0.2 + 0.6 Target lost in the middle. - OCs: 237 - 240,D14-20502-20821
,PD_Flats,14/07 6:07,14/07 6:10,OCs: 241 - 101,D14-20822-21061
,PD,14/07 6:21,14/07 6:21,Mg + 0.2 - RND Dot Pattern - OCs: 106 - 109,D14-21062-21381
Flats,1,14/07 6:27,14/07 6:31,"Flat field for mode 1 with adapted voltage: Offset of -150 V for Polar observation,First images with a RND dot pattern OCs: 110 - 111, aborted after two ",D14-21382-22031
,,,,,
,,,,,
,,Starting Time (UTC),End time (UTC),All remarks,
,Extra!,14/07 8:24,14/07 9:01,Only Obs 1 at limb with slit jaws paralell to limb. Only observation block. ,
,Blocks,Starting Time (UTC),End time (UTC),Individual Remarks,IDs
,Obs 1,14/07 8:24,14/07 9:01,"Manually run Obs 1 in the limb. No timeline assigned. First two OM E99 (Om 207, 208) Good from: OCs: 209 - 213. Lost autolock at 8:31 (OC: 214). Immediately autolock again -> Good  From 8:32 ; OC : 215 -    248. Pointing lost at 8:56 (Oc 249)",D14-22126-26075
,,,,,
,,,,,
,,Starting Time (UTC),End time (UTC),All remarks,
,CLV_1,14/07 9:10,14/07 12:46,"Short version of the timeline, stopped after first short calibration. Software reset before obs (10:08) to restore thumbnails generation reset OB heater set point to 15 and cams to 15. Stopped for pointing from 10:08 to 10:49",
,Blocks,Starting Time (UTC),End time (UTC),Individual Remarks,IDs
,Pref. Scan,14/07 9:13,14/7 9:16,Mg + 0.2 - Ocs: 5 - 8,D14-26080-26359
,Darks,14/07 9:19,14/7 9:23,OC: 10-59,D14-26362-26461
,PD,14/7 9:24,14/7 9:25,Mg + 0.2 - OCs: 60 - 63,D14-26462-26717
,Straylight,14/07/ 9:25,14/7 9:26,First images no straylight target Oc : 64,D14-26718-26797
,Linear Pol.,14/7 9:31,14/7 9:31,OCs: 69 - 71,D14-26806-26829
,Micro. Pols.,14/7 9:31,14/7 9:32,Ocs: 72 - 74,D14-26830-26853
,Pinholes,14/7 9:32,14/7 9:32,OCs: 75 - 77,D14-26854-26859
Flats,0p,14/07 9:32,14/7 9:46,OCs: 78 - 82. 5 reps,D14-26860-28779
Flats,1,14/07 9:47,14/07 9:57,OCs: 83 - 87. 5 reps,D14-28780-30379
Flats,2.02,14/07 9:58,14/07 10:07,OCs: 88 - 92 - 5 reps,D14-30380-31659
,Obs Mode 1 + 2.02,14/07 10:49,14/07 12:37,First OM no Autolock. FIrst OCs good: 89 - 240 ,D14-31829-42752
,,,,,
,,,,,
,Blocks,Starting Time (UTC),End time (UTC),Individual Remarks,IDs
,CALPD Timeline,14/7 12:51,14/7 12:53,OMs: 7 - 37,D14-42777-42838
,,,,,
,,,,,
,,Starting Time (UTC),End time (UTC),All remarks,
,CALL_1,14/07 13:00,14/07 13:33,Run before shorten full scan timeline (FS_1)  ,
,Blocks,Starting Time (UTC),End time (UTC),Individual Remarks,IDs
,Darks,14/7 13:02,14/07 13:05,OCs: 49 - 98,D14-42851-42950
,PD,14/7 13:07,14/7 13/08,OMS: 99 - 102,D14-42951-43206
,Straylight,14/7 13:08,14/7 13:09,OCs: 103. Obs started before change of target. ,D14-43207-43286
,Linear Pol.,14/7 13:14,14/7 13:14,"Om: 104, 105, 106",D14-43287-43310
,Micro. Pols.,14/7 13:15,14/7 13:15,,D14-43311-43334
,Pinholes,14/7 13:15,14/7 13:15,OCs: 112,D14-43335-43340
Flats,2.02,14/07 13:15,14/07 13:24,OCs: 113 - 119,D14-43341-44620
Flats,PD_Flats,14/07 13:25,14/07 13:28,OCs: 118-237,D14-44621-44860
Flats,4,14/07 13:30,14/07 13:32,Ocs: 238-242,D14-44861-45340
,,,,,
,,,,,
,,Starting Time (UTC),End time (UTC),All remarks,
,FS_1,14/07 13:51,14/7 19:57,Started in the middle of the timeline. Obs mode had to be run manually because the timeline command was at the beginning of the obs block not at the point when the timeline has been re-started,
,Blocks,Starting Time (UTC),End time (UTC),Individual Remarks,IDs
,Obs 2.02,14/07 13:51,14/07 17:26,OCs: 47 - 230,D14-45403-73480
,Darks,14/07 17:30,14/07 17:32,OCs: 233 - 26,D14-73483-73582
,PD,14/7 17:35,14/7 17:35,OCs: 26 - 29,D14-73583-73838
,Linear Pol.,14/7 17:35,14/7 17:38,"OM: 30, 31, 32",D14-73839-73862
,PD_Flats,14/7 17:40,14/07 17:43,OCs: 33 - 152,D14-73863-74102
Flats,2.06,14/07 17:45,14/07 17:54,OCs: 153 157,D14-74103-75382
Flats,2.02,14/07 18:02,14/07 18:20,OCs: 158 - 168,D14-75383-78198
Flats,1,14/07 18:23,14/7 18:33,Shifted -150Volts OCs: 169 - 173,D14-78199-79798
,Micro. Pols.,14/7 18:40,14/7 18:40,Oms: 174 - 176,D14-79799-79822
Flats,0p,14/07 18:48,14/07 19:24,OCs: 177 - 190,D14-79823-85198
,Pinholes,14/7 19:24,14/7 19:25,"Oms : 191, 192, 193",D14-85199-85204
,PD_Flats,14/07 19:36,14/07 19:39,OCs: 194 - 57,D14-85205-85444
,Pref. Scan,14/7 19:43,14/7 19:46,"Mg + 0.2 - Oms: 58, 59, 60, 61",D14-85445-85724
,PD,14/07 19:57,14/7 19:57,Mg + 0.2 - Oms: 63 - 66,D14-85727-86046
,,,,,
,,,,,
,,Starting Time (UTC),End time (UTC),All remarks,
,SUNSPOT_2,14/07 20:01,15/07 1:38,With adapted modes instead of Mg run 02+06,
,Blocks,Starting Time (UTC),End time (UTC),Individual Remarks,IDs
,Pref. Scan,14/7 20:04,14/7 20:07,Mg + 0.2 - Oms: 67 - 70,D14-86047-86326
,Darks,14/07 20:10,14/07 20:12,Ocs: 72 - 121 ,D14-86329-86428
,PD,14/7 20:15,14/7 20:16,Mg + 0.2 - Oms: 122 - 125,D14-86429-86684
,Straylight,14/7 20:16,14/7 20:17,Oms: 126,D14-86685-86764
,Linear Pol.,14/7 20:22,14/7 20:22,OC: 127 - 129,D14-86765-86788
,Micro. Pols.,14/7 20:22,14/7 20:23,Oc: 130 - 132,D14-86789-86812
,Pinholes,14/7 20:23,14/7 20:23,Oc: 133 - 135,D14-86813-86818
Flats,2.06,14/07 20:24,14/07 20:36,OCs: 137-143,D14-86847-88638
Flats,2.02,14/07 20:40,14/07 20:51,OCs: 144-150,D14-88639-90430
,Pref. Scan,14/7 20:59,14/7 21:01,0.6 + 0.2 - Oms: 151 - 152. ABorted during the first 0.2 mode,D14-90431-90628
,PD,14/7 21:21,14/7 21:21,"0.6 + 0.2 - OCs: 200, 201, 202, 203",D14-90676-90931
,Obs 2.02 + 2.06,14/07 21:26,15/07 0:38,OCs: 207 -225,D14-91140-105185 ; D15-0-3521
,Darks,15/07 0:40,15/07 0:43,OCs: 228 - 14,D15-3524-3623
,PD,15/07 0:45,15/07 0:46,Mg + 0.2 - OCs: 22,D15-3624-3879
,Straylight,15/07 0:46,15/07 0:47,OCs: 26 ,D15-3880-3959
,Linear Pol.,15/07 0:52,15/07 0:52,OCs: 27 - 29,D15-3960-3983
,Micro. Pols.,15/07 0:52,15/07 0:53,Oc: 30 - 32,D15-3984-4007
,Pinholes,15/07 0:53,15/07 0:53,OCs: 33 - 35,D15-4008-4013
Flats,2.06,15/07 0:54,15/07 1:06,OCs: 37 - 43,D15-4028-5819
Flats,2.02,15/07 1:10,15/07 1:22,OCs: 44 - 50,D15-5820-7611
,Pref. Scan,15/07 1:22,15/07 1:25,0.6 + 0.2 - OCs: 51 - 54,D15-7612-7883
,,,,,
,,,,,
,,Starting Time (UTC),End time (UTC),All remarks,
,POLE_2,15/07 1:48,15/07 4:30,Run through,
,Blocks,Starting Time (UTC),End time (UTC),Individual Remarks,IDs
,Pref. Scan,15/07 1:51,15/07 1:54,Mg + 0.2 - Sunspot -OCs: 56 - 59,D15-7886-8165
,Darks,15/07 1:57,15/07 1:59,OCs: 61 - 110,D15-8168-8267
,PD,15/07 2:02,15/07 2:02,Mg + 0.2 -  OCs: 111,D15-8268-8523
,Straylight,15/07 2:03,15/07 2:04,OCs: 115,D15-8524-8603
,Linear Pol.,15/07 2:09,15/07 2:09,OCs: 116 - 117,D15-8604-8611
,Micro. Pols.,15/07 2:09,15/07 2:10,OCcs: 118 - 120,D15-8612-8635
,Pinholes,15/07 2:10,15/07 2:10,OCs: 121,D15-8636-8641
Flats,0s,14/07 2:10,14/07 2:15,OCs: 124 - 128,D15-8642-9121
Flats,3.02,14/07 2:15,14/07 2:19,OCs: 129 - 133,D15-9122-9521
,Obs 0s + 3.02,15/07 2:41,15/07 3:57,"OCs: 165 - 205, Interruption of Locking 02:52, continued with new lock point from OCs: 207 - 33, Interruption of locking 03:28 with new lock point OCs: 35 - 109",D15-9554-13997
,Darks,15/07 3:59,15/07 4:02,OCs: 114 - 162,D15-14000-14099
,PD,15/07 4:04,15/07 4:05,Mg + 0.2 - OCs: 163,D15-14100-14355
,Straylight,15/07 4:06,15/07 4:07,OCs: 167,D15-14356-14435
,Linear Pol.,15/07 4:11,15/07 4:11,OCs: 168,D15-14436-14443
,Micro. Pols.,15/07 4:12,15/07 4:12,,D15-14444-14467
,Pinholes,15/07 4:12,15/07 4:12,OCs: 174,D15-14468-14473
Flats,0s,15/07 4:13,15/07 4:17,OCs: 176 - 180,D15-14474-14953
Flats,3.02,15/07 4:18,1/07 4:21,OCs: 181  185,D15-14954-15353
Flats,3.02,15/07 4:24,15/07 4:27,OCs: 186 - 190,D15-15354-15753
,,,,,
,,,,,
,,Starting Time (UTC),End time (UTC),All remarks,
,SUNSPOT_4,15/07 8:41,15/07 8:59,Filter wheels are cold after the night and we are close to the limb. We ran an additional prefilter scan to the timeline to measure prefilter's shift. ,
,Blocks,Starting Time (UTC),End time (UTC),Individual Remarks,IDs
,Obs Mode 1 + 2.02,15/07 8:43,15/07 8:55,FWs are cold ~ 2ºC colder than usual. OCs: 36 - 53,D15-15856-17111
,Pref. Scan,15/7 8:57,15/07/2024 8:59,Manually run after SP_4 because FW are cold. -Mg + 0.2 -  OCs: 54 - 57,D15-17112-17384
,,,,,
,,,,,
,,Starting Time (UTC),End time (UTC),All remarks,
,CALL_1,15/7 9:16,15/07 9:46,Calibration block before long obs timeline. FWs still cold.,
,Blocks,Starting Time (UTC),End time (UTC),Individual Remarks,IDs
,Darks,15/07 9:18,15/07 9:20,OCs: 59 -108,D15-17386-17485
,PD,15/7 9:23,15/7 9:23,Mg + 0.2 - OCs: 109 - 112,D15-17486-17741
,Straylight,15/7 9:24,15/7 9:25,Ocs 113,D15-17742-17821
,Linear Pol.,15/7 9:29,15/7 9:30,"OCs: 114, 115, 116",D15-17822-17845
,Micro. Pols.,15/07/2024 9:30,15/7 9:30,"OCs. 117, 11, 119",D15-17846-17869
,Pinholes,15/7 9:30,15/07/2024 9:30,"OCs: 120, 121, 122?",D15-17870-17875
Flats,2.02,15/07 9:32,15/07 9:39,OCs: 123 - 127,D15-17876-19155
Flats,1,15/07 9:40,15/07 9:46,There is some solar structure in some flats. OCs: 128 - 130,D15-19156-20115
,,,,,
,,,,,
,,Starting Time (UTC),End time (UTC),All remarks,
,LongObs,15/07 10:04,15/7 14:11,This timeline is manual. Started with prefilter scan followed by Obs block of 1+2.02 of 4h. ,
,Blocks,Starting Time (UTC),End time (UTC),Individual Remarks,IDs
,Pref. Scan,15/7 10:04,15/07/2024 10:06,Mg + 0.2 -  OCs: 204 - 207,D15-20380-20651
,Obs Mode 1 + 2.02,15/07 10:08,15/07 14:04,"FWs start cold: HK 24.66. Battery seems to be discharging mid obs. (10:15). Some temps dropped e.g DPU, cover2. FWs still heating.  OCs: 208 - 32. ",D15-20652-44940
,Pref. Scan,15/7 14:05,15/7 14:07,Mg + 0.2 - OCs: 34 - 37,D15-44941-45212
,Deep modes,15/7 14:08,15/7 14:11,Mg. (Mode 0p - 5 Lambda rep) OCs: 38,D15-45213-45692
,,,,,
,,,,,
,,Starting Time (UTC),End time (UTC),All remarks,
,CALL_1,15/07 14:13,15/07/2024 14:50,Calibration block after timelines. FWs still cold.,
,Blocks,Starting Time (UTC),End time (UTC),Individual Remarks,IDs
,Darks,15/07 14:15,15/07 14:17,OCs: 41 - 90,D15-45710-45809
,PD,15/7 14:20,15/7 14:21:00,Mg + 0.2 - OCs: 91 - 94,D15-45810-46065
,Straylight,15/7 14:22,15/07/2024 14:22,OCs: 95,D15-46066-46145
,Linear Pol.,15/7 14:27,15/7 14:27,Ocs : 96 - 98,D15-46146-46169
,Micro. Pols.,15/07/2024 14:28,15/07/2024 14:28,Ocs: 99 - 101,D15-46170-46193
,Pinholes,15/7 14:28,15/7 14:28,Oc 102,D15-46194-46199
Flats,2.02,15/07 14:29,15/07/2024 14:37,OCs: 105 - 109,D15-46200-47479
Flats,1,15/07 14:38,15/07 14:46,OC: 110 - 113. Last OC may be incomplete,D15-47480-48695
,,,,,
,,,,,
,,Starting Time (UTC),End time (UTC),All remarks,
,AR_3,15/07 15:42,15/07 19:25,Started after battery hiccup V2. Things might be heating mid-timeline. Long pointing after calibration block,
,Blocks,Starting Time (UTC),End time (UTC),Individual Remarks,IDs
,Pref. Scan,15/7 15:45,15/7 15:48,Mg + 0.2 - OCs: 1 - 4,D15-48698-48977
,Darks,15/07 15:51,15/7 15:54:00,OCs: 6 - 55,D15-48980-49079
,PD,15/7 15:57,15/07/2024 15:57,Mg + 0.2 - OCs: 5 - 9,D15-49080-49335
,Straylight,15/7 15:57,15/7 15:58,OC: 60,D15-49336-49415
,Linear Pol.,15/7 16:03,15/7 16:03,"OCs: 61, 62, 63",D15-49416-49439
,Micro. Pols.,15/7 16:03,15/7 16:04,"OCs: 64, 65, 66",D15-49440-49463
,Pinholes,15/7 16:04,15/7 16:04,OCs: 67 - 69,D15-49464-49469
Flats,0s,15/07 16:04,15/07 16:09,OCs : 70 - 74,D15-49470-49949
Flats,2.02,15/07 16:10,15/07 16:19,OCs: 75 - 79,D15-49950-51229
,Obs Mode 0s + 2.02,15/07 16:45,15/07 18:52,OCs: 191 - 234. Good. Lost tracking at ~ 17:08 (OCs ~ 236) Recovered at the 17:12 with a small shift in the FoV -> OC: 244 - 184,D15-51342-62360
,Darks,15/07 18:53,15/07 18:56,OM: 187 - 236,D15-62363-62462
,PD,15/7 18:58,15/7 18:59,Mg + 06. OCs: 237 - 240,D15-62463-62718
,Straylight,15/07/2024 18:59,15/07/2024 19:00,OC: 241,D15-62719-62798
,Linear Pol.,15/7 19:05,15/7 19:06,OCs: 242 - 244,D15-62799-62822
,Micro. Pols.,15/07 19:06,15/7 19:06,OCs: 245 - 247,D15-62823-62846
,Pinholes,15/7 19:06,15/7 19:06,OCs: 248,D15-62847-62852
Flats,0s,15/07 19:07,15/07 19:11,Ocs: 251 - 255,D15-62853-63332
Flats,2.02,15/07/2024 19:12,15/07 19:21,OCs: 0 - 4,D15-63333-64612
,,,,,
,,,,,
,,Starting Time (UTC),End time (UTC),All remarks,
,Extra!,15/7 19:52:00,15/7 20:01,Deep modes obs (0p with 10 lambda rep + Normal 2.02),
,Blocks,Starting Time (UTC),End time (UTC),Individual Remarks,IDs
,Pref. Scan,15/7 19:52:00,15/7 19:53,Mg + 0.2 - FF mode at the start - Autolock in the middle. OCs: 6 - 9,D15-64615-64886
,Pref. Scan,15/7 19:52:00,15/7 19:53,Mg + 0.2 - FF mode at the start - Autolock in the middle. OCs: 6 - 9,D15-64615-64886
,Deep modes,15/7 19:54,15/7 20:01,0p - 10 Lambda reps. Ocs: 10 + Normal 2.02 (OC 11),D15-64887-65910
,,,,,
,,,,,
,,Starting Time (UTC),End time (UTC),All remarks,
,QSDC_HC,15/7 20:02,15/07 20:43,Started with PD measurements. Modified version. No longitudinal obs. Only 2 Obs2.02 before and after snapshot mode. No calibration required. ,
,Blocks,Starting Time (UTC),End time (UTC),Individual Remarks,IDs
,PD,15/7 20:02,15/7 20:02,"0.2 + 0.6 - OCs: 12, 13, 14, 15",D15-65911-66230
,Obs 2.02,15/07 20:04,15/07 20:05,2 modes 2.02 before snapshot mode. OCs: 16-17,D15-66231-66358
,HC_snapshot,15/07 20:05,15/07 20:42, OCs: 18 - 89. 20:18 Pointing Lost - Recovered at ~ 20:21 Oc: ~ 212 - 113,D15-66359-70644
,Obs 2.02,15/07/2024 20:43,15/07 20:43,2 modes 2.02 after snapshot mode. OCs: 114 - 115,D15-70645-70772
,,,,,
,,,,,
,,Starting Time (UTC),End time (UTC),All remarks,
,AR_5,15/07 20:45,15/07 22:43,,
,Blocks,Starting Time (UTC),End time (UTC),Individual Remarks,IDs
,Pref. Scan,15/07 20:48,15/7 20:51,Mg + 0.2 - OCs: 116 - 119,D15-70773-71052
,Darks,15/07 20:54,15/07 20:57,OCs: 121 - 170,D15-71055-71154
,PD,15/7 20:59,15/7 21:00,Mg + 0.2 - Ocs: 171 - 174,D15-71155-71410
,Straylight,15/7 21:00,15/7 21:01,Oc: 175,D15-71411-71490
,Linear Pol.,15/7 21:06,15/7 21:06,"OCs: 176 , 177, 178",D15-71491-71514
,Micro. Pols.,15/7 21:06,15/7 21:07,"OCs: 179, 180, 181",D15-71515-71538
,Pinholes,15/7 21:07,15/7 21:07,"OCs: 182, 183, 184",D15-71539-71544
Flats,0p,15/07 21:08,15/07/2024 21:26,OCs: 184 - 191,D15-71545-74232
Flats,2.02,15/07 21:26,15/07 21:38,OCs: 192-198,D15-74233-76024
,Obs Mode 0p + 2.02,15/07 22:05,15/07 22:43,OCs: 13 - 59,D15-76096-79884
,,,,,
,,,,,
,,Starting Time (UTC),End time (UTC),All remarks,
,QSDC_2,15/07 22:57,16/07 7:15,Abort TL after QS5a and run CALL1 at the end + BUNCH OF FLATS,
,Blocks,Starting Time (UTC),End time (UTC),Individual Remarks,IDs
,Pref. Scan,15/7 23:01,15/7 23:03,Mg + 0.2 - OCs: 61 - 64,D15-79885-80164
,Darks,15/7 23:06,15/07/2024 23:09:00,OCs: 66 - 115,D15-80167-80266
,PD,15/7 23:12,15/7 23:12,Mg + 0.2 - OCs: 116,D15-80267-80522
,Straylight,15/7 23:13,15/7 23:13,OCs: 120,D15-80523-80602
,Linear Pol.,15/7 23:18,15/7 23:19,OCs: 121-123,D15-80603-80626
,Micro. Pols.,15/7 23:19,15/7 23:19,OCs: 124-126,D15-80627-80650
,Pinholes,15/7 23:19,15/7 23:20,OCs: 127 - 129,D15-80651-80656
Flats,0s,15/7 23:20,15/7 23:24,OCs: 130 - 134,D15-80657-81136
Flats,1,15/7 23:25,15/7 23:36,OCs: 135 - 139,D15-81137-82736
Flats,2.02,15/7 23:37,15/7 23:45,OCs: 140 - 144,D15-82737-84016
,Obs Mode 0s + 2.02,16/07 0:30,16/07 1:33,"OCs: 206 - 207, Lost lock point 00:32  with OCs 209, Locked from 00:32 to 00:46 approx, not clearly visible in thumbnails with OCs: 210 - 249, locked again from 00:53 onwards OCs: 252 - 71",D16-62-5431
,Obs Mode 4 + 5.02,16/07 1:41,16/07 3:31,OCs: 75 - 162,D16-5436-26555
,Obs Mode 1 + 2.02,16/07 3:40,16/07 5:39,"OCs: 166 - 199, 04:04 Complete loss of pointing - Close curtain for OCs: 200 - 226, aborted at 4:23 as Sun cannot be found; continue 04:47 with OCs: 241 - 59",D16-26560-36406
,Darks,16/07 5:43,16/07 5:46,OCs: 62 - 111,D16-36409-36508
,PD,16/07 5:49,16/07 5:49,Mg + 0.2 - OCs: 112,D16-36509-36764
,Straylight,16/07 5:50,16/07 5:51,OCs: 116,D16-36765-36844
,Linear Pol.,16/07 5:55,16/07 5:56,OCs: 117 - 119,D16-36845-36869
,Micro. Pols.,16/07 5:56,16/07 5:56,OCs: 120 - 122,D16-36869-36892
,Pinholes,16/07 5:57,16/07 5:57,OCs: 124,D16-36893-36898
Flats,2.02,16/07 5:57,16/07 6:05,OCs: 126 - 130,D16-36899-38178
Flats,0s,16/07 6:05,16/07 6:09," 4 reps manual, OCs: 131 - 134",D16-38179-38562
Flats,1,16/07 6:10,16/07 6:14,OCs: 135 - 136,D16-38563-39202
Flats,1,16/07 6:18,16/07 6:29,OCs: - 139 - 143,D16-39211-40810
Flats,PD_Flats,16/07 6:29,16/07 6:33,OCs: 144 - 7,D16-40811-41050
Flats,0p,16/07 6:34,16/07/2024 6:48,OCs: 8 - 12,D16-41051-42970
Flats,2.06,16/07 6:48,16/07 6:57,OCs: 13 - 17,D16-42971-44250
Flats,3.02,16/07 6:58,16/07 7:01,OCs: 18 - 22,D16-44251-44650
Flats,5.02,16/07/2024 7:02,16/07 7:03,No son muy flat. (Se ve granulacion) OCs: 23 - 27,D16-44651-45130
Flats,1,16/07 7:04,16/07/2024 7:15,Offset -150V - OCs : 28 - 32,D16-45131-46730
,,,,,
,,,,,
,,Starting Time (UTC),End time (UTC),All remarks,
,Extra!,16/07 7:38,16/07/2024 8:35,"Flares + Spicules on the east limb. Heavy seeing. Manual observation composed by mode 1 + 2.02, then PD measurements and prefilter scans . ",
,Blocks,Starting Time (UTC),End time (UTC),Individual Remarks,IDs
,Obs Mode 1 + 2.02,16/07 7:38,16/07 8:31,Flaring region. Manually run outside any timeline to see some flaring activitity. East limb. Probably offcentered but could not correct shift to not exceed 0V. OCs: 92 -  111. Lost pointing at 113 (7:53) - Recovered at 7:56 (117) - Espicules! maybe - Lost again at 8:05 Ocs: 125- Recovered at 8:07 OCs: 131 - 164,D16-46789-52170
,PD,16/07/2024 8:31,16/07/2024 8:31,Mg + 0.2 - OCs: 166 - 169,D16-52171-52426
,Pref. Scan,16/7 8:33,16/07/2024 8:35,OCs: 170 - 173,D16-52427-52698
,,,,,
,,,,,
